Movie_ID,Title,Year,Duration,Language,Country,Content_rating,Imdb_Score,Budget,Gross,Profit,Director_Name
1042,The Ant Bully,2006,88,English,USA,PG,5.9,50000000.0,28133159.0,-21866841.0,John A. Davis
1043,Dune,1984,177,English,USA,PG-13,6.6,40000000.0,27400000.0,-12600000.0,David Lynch
1044,Across the Universe,2007,133,English,USA,PG-13,7.4,45000000.0,24343673.0,-20656327.0,Julie Taymor
1045,Revolutionary Road,2008,119,English,USA,R,7.3,35000000.0,22877808.0,-12122192.0,Sam Mendes
1046,16 Blocks,2006,102,English,Germany,PG-13,6.6,52000000.0,36883539.0,-15116461.0,Richard Donner
1047,Babylon A.D.,2008,101,English,France,PG-13,5.6,70000000.0,22531698.0,-47468302.0,Mathieu Kassovitz
1048,The Glimmer Man,1996,91,English,USA,R,5.3,45000000.0,20400913.0,-24599087.0,John Gray
1049,Multiplicity,1996,117,English,USA,PG-13,6.0,45000000.0,20101861.0,-24898139.0,Harold Ramis
1050,Aliens in the Attic,2009,86,English,USA,PG,5.4,45000000.0,25200412.0,-19799588.0,John Schultz
1051,The Pledge,2001,124,English,USA,R,6.8,45000000.0,19719930.0,-25280070.0,Sean Penn
1052,The Producers,2005,134,English,USA,PG-13,6.4,45000000.0,19377727.0,-25622273.0,Susan Stroman
1053,The Phantom,1996,100,English,Australia,PG,4.9,45000000.0,17300889.0,-27699111.0,Simon Wincer
1054,All the Pretty Horses,2000,220,English,USA,PG-13,5.8,57000000.0,15527125.0,-41472875.0,Billy Bob Thornton
1055,Nixon,1995,212,English,USA,R,7.1,50000000.0,13560960.0,-36439040.0,Oliver Stone
1056,The Ghost Writer,2010,128,English,France,PG-13,7.2,45000000.0,15523168.0,-29476832.0,Roman Polanski
1057,Deep Rising,1998,106,English,USA,R,6.0,45000000.0,11146409.0,-33853591.0,Stephen Sommers
1058,Miracle at St. Anna,2008,160,English,USA,R,6.0,45000000.0,7916887.0,-37083113.0,Spike Lee
1059,Curse of the Golden Flower,2006,114,Mandarin,China,R,7.0,45000000.0,6565495.0,-38434505.0,Yimou Zhang
1060,Bangkok Dangerous,2008,99,English,USA,R,5.4,40000000.0,15279680.0,-24720320.0,Danny Pang
1061,Big Trouble,2002,74,English,USA,PG-13,6.5,40000000.0,7262288.0,-32737712.0,Barry Sonnenfeld
1062,Love in the Time of Cholera,2007,139,English,USA,R,6.4,45000000.0,4584886.0,-40415114.0,Mike Newell
1063,Shadow Conspiracy,1997,103,English,USA,R,4.9,45000000.0,2154540.0,-42845460.0,George P. Cosmatos
1064,Johnny English Reborn,2011,101,English,USA,PG,6.3,45000000.0,8129455.0,-36870545.0,Oliver Parker
1065,Argo,2012,130,English,USA,R,7.7,44500000.0,136019448.0,91519448.0,Ben Affleck
1066,The Fugitive,1993,130,English,USA,PG-13,7.8,44000000.0,183875760.0,139875760.0,Andrew Davis
1067,The Bounty Hunter,2010,110,English,USA,PG-13,5.5,40000000.0,67061228.0,27061228.0,Andy Tennant
1068,Sleepers,1996,147,English,USA,R,7.5,44000000.0,53300852.0,9300852.0,Barry Levinson
1069,Rambo: First Blood Part II,1985,96,English,USA,R,6.4,44000000.0,150415432.0,106415432.0,George P. Cosmatos
1070,The Juror,1996,118,English,USA,R,5.6,44000000.0,44834712.0,834712.0,Brian Gibson
1071,Pinocchio,1940,88,English,USA,Approved,7.5,2600000.0,84300000.0,81700000.0,Norman Ferguson
1072,Heaven's Gate,1980,325,English,USA,R,6.8,44000000.0,1500000.0,-42500000.0,Michael Cimino
1073,Underworld: Evolution,2006,102,English,USA,R,6.8,50000000.0,62318875.0,12318875.0,Len Wiseman
1074,Victor Frankenstein,2015,110,English,USA,PG-13,6.0,40000000.0,5773519.0,-34226481.0,Paul McGuigan
1075,Finding Forrester,2000,136,English,USA,PG-13,7.3,43000000.0,51768623.0,8768623.0,Gus Van Sant
1076,28 Days,2000,103,English,USA,PG-13,6.0,43000000.0,37035515.0,-5964485.0,Betty Thomas
1077,Unleashed,2005,103,English,France,R,7.0,45000000.0,24520892.0,-20479108.0,Louis Leterrier
1078,The Sweetest Thing,2002,90,English,USA,R,5.1,43000000.0,24430272.0,-18569728.0,Roger Kumble
1079,The Firm,1993,154,English,USA,R,6.8,42000000.0,158348400.0,116348400.0,Sydney Pollack
1080,Charlie St. Cloud,2010,99,English,USA,PG-13,6.5,44000000.0,31136950.0,-12863050.0,Burr Steers
1081,The Mechanic,2011,93,English,USA,R,6.6,40000000.0,29113588.0,-10886412.0,Simon West
1082,21 Jump Street,2012,109,English,USA,R,7.2,42000000.0,138447667.0,96447667.0,Phil Lord
1083,Notting Hill,1999,124,English,UK,PG-13,7.0,42000000.0,116006080.0,74006080.0,Roger Michell
1084,Chicken Run,2000,84,English,UK,G,7.0,45000000.0,106793915.0,61793915.0,Peter Lord
1085,Along Came Polly,2004,90,English,USA,PG-13,5.9,42000000.0,87856565.0,45856565.0,John Hamburg
1086,Boomerang,1992,117,English,USA,R,5.4,40000000.0,70100000.0,30100000.0,Reginald Hudlin
1087,The Heat,2013,123,English,USA,R,6.6,43000000.0,159578352.0,116578352.0,Paul Feig
1088,Cleopatra,1963,251,English,UK,Approved,7.0,31115000.0,57750000.0,26635000.0,Joseph L. Mankiewicz
1089,Here Comes the Boom,2012,105,English,USA,PG,6.5,42000000.0,45290318.0,3290318.0,Frank Coraci
1090,High Crimes,2002,115,English,USA,PG-13,6.3,42000000.0,41543207.0,-456793.0,Carl Franklin
1091,The Mirror Has Two Faces,1996,122,English,USA,PG-13,6.5,42000000.0,41252428.0,-747572.0,Barbra Streisand
1092,The Mothman Prophecies,2002,119,English,USA,PG-13,6.5,32000000.0,35228696.0,3228696.0,Mark Pellington
1093,Brüno,2009,81,English,USA,R,5.8,42000000.0,59992760.0,17992760.0,Larry Charles
1094,Licence to Kill,1989,133,English,UK,PG-13,6.6,32000000.0,34667015.0,2667015.0,John Glen
1095,Red Riding Hood,2011,100,English,USA,PG-13,5.4,42000000.0,37652565.0,-4347435.0,Catherine Hardwicke
1096,15 Minutes,2001,120,English,USA,R,6.1,42000000.0,24375436.0,-17624564.0,John Herzfeld
1097,Super Mario Bros.,1993,104,English,UK,PG,4.0,42000000.0,20915465.0,-21084535.0,Annabel Jankel
1098,Lord of War,2005,122,English,USA,R,7.6,50000000.0,24127895.0,-25872105.0,Andrew Niccol
1099,Hero,2002,80,Mandarin,China,PG-13,7.9,31000000.0,84961.0,-30915039.0,Yimou Zhang
1100,One for the Money,2012,91,English,USA,PG-13,5.3,40000000.0,26404753.0,-13595247.0,Julie Anne Robinson
1101,The Interview,2014,112,English,USA,R,6.6,44000000.0,6105175.0,-37894825.0,Evan Goldberg
1102,The Warrior's Way,2010,100,English,New Zealand,R,6.3,45000000.0,5664251.0,-39335749.0,Sngmoo Lee
1103,Micmacs,2009,105,French,France,R,7.2,27000000.0,1260917.0,-25739083.0,Jean-Pierre Jeunet
1104,8 Mile,2002,110,English,USA,R,7.0,41000000.0,116724075.0,75724075.0,Curtis Hanson
1105,A Knight's Tale,2001,144,English,USA,PG-13,6.9,65000000.0,56083966.0,-8916034.0,Brian Helgeland
1106,The Medallion,2003,108,English,Hong Kong,PG-13,5.2,41000000.0,22108977.0,-18891023.0,Gordon Chan
1107,The Sixth Sense,1999,107,English,USA,PG-13,8.1,40000000.0,293501675.0,253501675.0,M. Night Shyamalan
1108,Man on a Ledge,2012,102,English,USA,PG-13,6.6,42000000.0,18600911.0,-23399089.0,Asger Leth
1109,The Big Year,2011,100,English,USA,PG,6.2,41000000.0,7204138.0,-33795862.0,David Frankel
1110,The Karate Kid,1984,126,English,USA,PG,7.2,8000000.0,90800000.0,82800000.0,John G. Avildsen
1111,American Hustle,2013,138,English,USA,R,7.3,40000000.0,150117807.0,110117807.0,David O. Russell
1112,The Proposal,2009,108,English,USA,PG-13,6.7,40000000.0,163947053.0,123947053.0,Anne Fletcher
1113,Double Jeopardy,1999,105,English,USA,R,6.4,70000000.0,116735231.0,46735231.0,Bruce Beresford
1114,Back to the Future Part II,1989,108,English,USA,PG,7.8,40000000.0,118500000.0,78500000.0,Robert Zemeckis
1115,Lucy,2014,89,English,France,R,6.4,40000000.0,126546825.0,86546825.0,Luc Besson
1116,Fifty Shades of Grey,2015,129,English,USA,R,4.1,40000000.0,166147885.0,126147885.0,Sam Taylor-Johnson
1117,Spy Kids 3-D: Game Over,2003,84,English,USA,PG,4.1,38000000.0,111760631.0,73760631.0,Robert Rodriguez
1118,A Time to Kill,1996,149,English,USA,R,7.4,40000000.0,108706165.0,68706165.0,Joel Schumacher
1119,Cheaper by the Dozen,2003,94,English,USA,PG,5.8,40000000.0,138614544.0,98614544.0,Shawn Levy
1120,Lone Survivor,2013,121,English,USA,R,7.6,40000000.0,125069696.0,85069696.0,Peter Berg
1121,A League of Their Own,1992,128,English,USA,PG,7.2,40000000.0,107458785.0,67458785.0,Penny Marshall
1122,The Conjuring 2,2016,134,English,USA,R,7.8,40000000.0,102310175.0,62310175.0,James Wan
1123,The Social Network,2010,120,English,USA,PG-13,7.7,40000000.0,96917897.0,56917897.0,David Fincher
1124,He's Just Not That Into You,2009,129,English,USA,PG-13,6.4,40000000.0,93952276.0,53952276.0,Ken Kwapis
1125,Scary Movie 4,2006,89,English,USA,PG-13,5.1,45000000.0,90703745.0,45703745.0,David Zucker
1126,Scream 3,2000,116,English,USA,R,5.5,40000000.0,89138076.0,49138076.0,Wes Craven
1127,Back to the Future Part III,1990,118,English,USA,PG,7.4,40000000.0,87666629.0,47666629.0,Robert Zemeckis
1128,Get Hard,2015,107,English,USA,R,6.0,40000000.0,90353764.0,50353764.0,Etan Cohen
1129,Bram Stoker's Dracula,1992,155,English,USA,R,7.5,40000000.0,82522790.0,42522790.0,Francis Ford Coppola
1130,Julie & Julia,2009,123,English,USA,PG-13,7.0,40000000.0,94125426.0,54125426.0,Nora Ephron
1131,42,2013,128,English,USA,PG-13,7.5,40000000.0,95001343.0,55001343.0,Brian Helgeland
1132,The Talented Mr. Ripley,1999,139,English,USA,R,7.3,40000000.0,81292135.0,41292135.0,Anthony Minghella
1133,Dumb and Dumber To,2014,109,English,USA,PG-13,5.7,35000000.0,86208010.0,51208010.0,Bobby Farrelly
1134,Eight Below,2006,120,English,USA,PG,7.3,40000000.0,81593527.0,41593527.0,Frank Marshall
1135,The Intern,2015,121,English,USA,PG-13,7.2,35000000.0,75274748.0,40274748.0,Nancy Meyers
1136,Ride Along 2,2016,102,English,USA,PG-13,5.9,40000000.0,90835030.0,50835030.0,Tim Story
1137,The Last of the Mohicans,1992,117,English,USA,R,7.8,40000000.0,72455275.0,32455275.0,Michael Mann
1138,Ray,2004,178,English,USA,PG-13,7.7,40000000.0,75305995.0,35305995.0,Taylor Hackford
1139,Sin City,2005,147,English,USA,R,8.1,40000000.0,74098862.0,34098862.0,Frank Miller
1140,Vantage Point,2008,90,English,USA,PG-13,6.6,40000000.0,72266306.0,32266306.0,Pete Travis
1141,"I Love You, Man",2009,105,English,USA,R,7.1,40000000.0,71347010.0,31347010.0,John Hamburg
1142,Shallow Hal,2001,114,English,USA,PG-13,5.9,40000000.0,70836296.0,30836296.0,Bobby Farrelly
1143,JFK,1991,206,English,France,R,8.0,40000000.0,70405498.0,30405498.0,Oliver Stone
1144,Big Momma's House 2,2006,99,English,USA,PG-13,4.6,40000000.0,70163652.0,30163652.0,John Whitesell
1145,The Mexican,2001,123,English,USA,R,6.1,34000000.0,66808615.0,32808615.0,Gore Verbinski
1146,17 Again,2009,102,English,USA,PG-13,6.4,20000000.0,64149837.0,44149837.0,Burr Steers
1147,The Other Woman,2014,109,English,USA,PG-13,6.0,40000000.0,83906114.0,43906114.0,Nick Cassavetes
1148,The Final Destination,2009,82,English,USA,R,5.2,40000000.0,66466372.0,26466372.0,David R. Ellis
1149,Bridge of Spies,2015,142,English,USA,PG-13,7.6,40000000.0,72306065.0,32306065.0,Steven Spielberg
1150,Behind Enemy Lines,2001,106,English,USA,PG-13,6.4,40000000.0,59068786.0,19068786.0,John Moore
1151,Shall We Dance,2004,106,English,USA,PG-13,6.1,50000000.0,57887882.0,7887882.0,Peter Chelsom
1152,Small Soldiers,1998,108,English,USA,PG-13,6.1,40000000.0,53955614.0,13955614.0,Joe Dante
1153,Spawn,1997,98,English,USA,R,5.2,40000000.0,54967359.0,14967359.0,Mark A.Z. Dippé
1154,The Count of Monte Cristo,2002,131,English,UK,PG-13,7.7,35000000.0,54228104.0,19228104.0,Kevin Reynolds
1155,The Lincoln Lawyer,2011,118,English,USA,R,7.3,40000000.0,57981889.0,17981889.0,Brad Furman
1156,Unknown,2011,113,English,UK,PG-13,6.9,30000000.0,61094903.0,31094903.0,Jaume Collet-Serra
1157,The Prestige,2006,130,English,USA,PG-13,8.5,40000000.0,53082743.0,13082743.0,Christopher Nolan
1158,Horrible Bosses 2,2014,116,English,USA,R,6.3,42000000.0,54414716.0,12414716.0,Sean Anders
1159,Escape from Planet Earth,2013,89,English,USA,PG,5.9,40000000.0,57011847.0,17011847.0,Cal Brunker
1160,Apocalypto,2006,139,Maya,USA,R,7.8,40000000.0,50859889.0,10859889.0,Mel Gibson
1161,The Living Daylights,1987,130,English,UK,PG,6.7,30000000.0,51185897.0,21185897.0,John Glen
1162,Predators,2010,107,English,USA,R,6.4,40000000.0,52000688.0,12000688.0,Nimród Antal
1163,Legal Eagles,1986,116,English,USA,PG,5.9,40000000.0,49851591.0,9851591.0,Ivan Reitman
1164,Secret Window,2004,96,English,USA,PG-13,6.6,40000000.0,47781388.0,7781388.0,David Koepp
1165,The Lake House,2006,99,English,USA,PG,6.8,40000000.0,52320979.0,12320979.0,Alejandro Agresti
1166,The Skeleton Key,2005,104,English,USA,PG-13,6.5,43000000.0,47806295.0,4806295.0,Iain Softley
1167,The Odd Life of Timothy Green,2012,105,English,USA,PG,6.6,25000000.0,51853450.0,26853450.0,Peter Hedges
1168,Made of Honor,2008,101,English,USA,PG-13,5.8,40000000.0,46012734.0,6012734.0,Paul Weiland
1169,Jersey Boys,2014,134,English,USA,R,6.9,40000000.0,47034272.0,7034272.0,Clint Eastwood
1170,The Rainmaker,1997,135,English,USA,PG-13,7.1,40000000.0,45856732.0,5856732.0,Francis Ford Coppola
1171,Gothika,2003,98,English,USA,R,5.8,40000000.0,59588068.0,19588068.0,Mathieu Kassovitz
1172,Amistad,1997,155,English,USA,R,7.2,36000000.0,44175394.0,8175394.0,Steven Spielberg
1173,Medicine Man,1992,106,English,USA,PG-13,6.0,40000000.0,45500797.0,5500797.0,John McTiernan
1174,Aliens vs. Predator: Requiem,2007,102,English,USA,R,4.7,40000000.0,41797066.0,1797066.0,Colin Strause
1175,Ri¢hie Ri¢h,1994,95,English,USA,PG,5.2,40000000.0,38087756.0,-1912244.0,Donald Petrie
1176,Autumn in New York,2000,103,English,USA,PG-13,5.5,40000000.0,37752931.0,-2247069.0,Joan Chen
1177,Paul,2011,109,English,USA,R,7.0,40000000.0,37371385.0,-2628615.0,Greg Mottola
1178,The Guilt Trip,2012,95,English,USA,PG-13,5.8,40000000.0,37101011.0,-2898989.0,Anne Fletcher
1179,Scream 4,2011,111,English,USA,R,6.2,40000000.0,38176892.0,-1823108.0,Wes Craven
1180,8MM,1999,123,English,Germany,R,6.5,40000000.0,36283504.0,-3716496.0,Joel Schumacher
1181,The Doors,1991,140,English,USA,R,7.2,38000000.0,35183792.0,-2816208.0,Oliver Stone
1182,Sex Tape,2014,94,English,USA,R,5.1,40000000.0,38543473.0,-1456527.0,Jake Kasdan
1183,Hanging Up,2000,94,English,Germany,PG-13,4.7,60000000.0,36037909.0,-23962091.0,Diane Keaton
1184,Final Destination 5,2011,92,English,USA,R,5.9,40000000.0,42575718.0,2575718.0,Steven Quale
1185,Mickey Blue Eyes,1999,102,English,UK,PG-13,5.8,40000000.0,33864342.0,-6135658.0,Kelly Makin
1186,Pay It Forward,2000,123,English,USA,PG-13,7.2,40000000.0,33508922.0,-6491078.0,Mimi Leder
1187,Fever Pitch,2005,104,English,USA,PG-13,6.2,30000000.0,42071069.0,12071069.0,Bobby Farrelly
1188,Drillbit Taylor,2008,102,English,USA,PG-13,5.7,40000000.0,32853640.0,-7146360.0,Steven Brill
1189,A Million Ways to Die in the West,2014,136,English,USA,R,6.1,40000000.0,42615685.0,2615685.0,Seth MacFarlane
1190,The Shadow,1994,93,English,USA,PG-13,6.0,25000000.0,32055248.0,7055248.0,Russell Mulcahy
1191,Extremely Loud & Incredibly Close,2011,129,English,USA,PG-13,6.9,40000000.0,31836745.0,-8163255.0,Stephen Daldry
1192,Morning Glory,2010,107,English,USA,PG-13,6.5,40000000.0,30993544.0,-9006456.0,Roger Michell
1193,Get Rich or Die Tryin',2005,117,English,USA,R,5.0,40000000.0,30981850.0,-9018150.0,Jim Sheridan
1194,The Art of War,2000,116,English,USA,R,5.7,40000000.0,30199105.0,-9800895.0,Christian Duguay
1195,Rent,2005,135,English,USA,PG-13,7.0,40000000.0,29077547.0,-10922453.0,Chris Columbus
1196,Bless the Child,2000,107,English,USA,R,5.1,40000000.0,29374178.0,-10625822.0,Chuck Russell
1197,The Out-of-Towners,1999,90,English,USA,PG-13,5.3,40000000.0,28535768.0,-11464232.0,Sam Weisman
1198,The Island of Dr. Moreau,1996,99,English,USA,PG-13,4.4,40000000.0,27663982.0,-12336018.0,John Frankenheimer
1199,The Musketeer,2001,104,English,Germany,PG-13,4.7,40000000.0,27053815.0,-12946185.0,Peter Hyams
1200,The Other Boleyn Girl,2008,115,English,UK,PG-13,6.7,35000000.0,26814957.0,-8185043.0,Justin Chadwick
1201,Sweet November,2001,119,English,USA,PG-13,6.7,40000000.0,25178165.0,-14821835.0,Pat O'Connor
1202,The Reaping,2007,99,English,USA,R,5.7,40000000.0,25117498.0,-14882502.0,Stephen Hopkins
1203,Mean Streets,1973,112,English,USA,R,7.4,500000.0,32645.0,-467355.0,Martin Scorsese
1204,Renaissance Man,1994,128,English,USA,PG-13,6.1,40000000.0,24332324.0,-15667676.0,Penny Marshall
1205,Colombiana,2011,112,English,France,PG-13,6.4,40000000.0,36665854.0,-3334146.0,Olivier Megaton
1206,The Magic Sword: Quest for Camelot,1998,86,English,USA,G,6.2,40000000.0,22717758.0,-17282242.0,Frederik Du Chau
1207,City by the Sea,2002,108,English,USA,R,6.2,60000000.0,22433915.0,-37566085.0,Michael Caton-Jones
1208,At First Sight,1999,128,English,USA,PG-13,5.9,60000000.0,22326247.0,-37673753.0,Irwin Winkler
1209,Torque,2004,84,English,USA,PG-13,4.0,40000000.0,21176322.0,-18823678.0,Joseph Kahn
1210,City Hall,1996,111,English,USA,R,6.2,40000000.0,20300000.0,-19700000.0,Harold Becker
1211,Showgirls,1995,131,English,France,NC-17,4.6,45000000.0,20302961.0,-24697039.0,Paul Verhoeven
1212,Marie Antoinette,2006,123,English,USA,PG-13,6.4,40000000.0,15962471.0,-24037529.0,Sofia Coppola
1213,Kiss of Death,1995,101,English,USA,R,5.9,40000000.0,14942422.0,-25057578.0,Barbet Schroeder
1214,Get Carter,2000,102,English,USA,R,5.1,40000000.0,14967182.0,-25032818.0,Stephen Kay
1215,The Impossible,2012,114,English,Spain,PG-13,7.6,45000000.0,18996755.0,-26003245.0,J.A. Bayona
1216,Ishtar,1987,107,English,USA,PG-13,4.2,51000000.0,14375181.0,-36624819.0,Elaine May
1217,Fantastic Mr. Fox,2009,87,English,USA,PG,7.8,40000000.0,20999103.0,-19000897.0,Wes Anderson
1218,Life or Something Like It,2002,103,English,USA,PG-13,5.8,40000000.0,14448589.0,-25551411.0,Stephen Herek
1219,Memoirs of an Invisible Man,1992,99,English,USA,PG-13,5.9,40000000.0,14358033.0,-25641967.0,John Carpenter
1220,Amélie,2001,122,French,France,R,8.4,77000000.0,33201661.0,-43798339.0,Jean-Pierre Jeunet
1221,New York Minute,2004,91,English,USA,PG,4.8,30000000.0,14018364.0,-15981636.0,Dennie Gordon
1222,Alfie,2004,103,English,UK,R,6.2,60000000.0,13395939.0,-46604061.0,Charles Shyer
1223,Big Miracle,2012,107,English,USA,PG,6.5,40000000.0,20113965.0,-19886035.0,Ken Kwapis
1224,The Deep End of the Ocean,1999,106,English,USA,PG-13,6.3,40000000.0,13376506.0,-26623494.0,Ulu Grosbard
1225,Feardotcom,2002,101,English,UK,R,3.3,42000000.0,13208023.0,-28791977.0,William Malone
1226,Cirque du Freak: The Vampire's Assistant,2009,109,English,USA,PG-13,5.9,40000000.0,13838130.0,-26161870.0,Paul Weitz
1227,Duplex,2003,89,English,USA,PG-13,5.8,40000000.0,9652000.0,-30348000.0,Danny DeVito
1228,Raise the Titanic,1980,119,English,UK,PG,4.7,36000000.0,7000000.0,-29000000.0,Jerry Jameson
1229,Universal Soldier: The Return,1999,83,English,USA,R,4.1,24000000.0,10431220.0,-13568780.0,Mic Rodgers
1230,Pandorum,2009,108,English,Germany,R,6.8,33000000.0,10326062.0,-22673938.0,Christian Alvart
1231,Impostor,2001,102,English,USA,R,6.2,40000000.0,6114237.0,-33885763.0,Gary Fleder
1232,Extreme Ops,2002,93,English,UK,PG-13,4.5,40000000.0,4835968.0,-35164032.0,Christian Duguay
1233,Just Visiting,2001,84,English,France,PG-13,5.8,40000000.0,4777007.0,-35222993.0,Jean-Marie Poiré
1234,Sunshine,2007,107,English,UK,R,7.3,26000000.0,3675072.0,-22324928.0,Danny Boyle
1235,A Thousand Words,2012,91,English,USA,PG-13,5.9,40000000.0,18438149.0,-21561851.0,Brian Robbins
1236,Delgo,2008,94,English,USA,PG,4.4,40000000.0,511920.0,-39488080.0,Marc F. Adler
1237,The Gunman,2015,115,English,USA,R,5.8,40000000.0,10640645.0,-29359355.0,Pierre Morel
1238,Alex Rider: Operation Stormbreaker,2006,93,English,Germany,PG,5.1,40000000.0,652526.0,-39347474.0,Geoffrey Sax
1239,Disturbia,2007,105,English,USA,PG-13,6.9,20000000.0,80050171.0,60050171.0,D.J. Caruso
1240,Hackers,1995,107,English,USA,PG-13,6.2,20000000.0,7564000.0,-12436000.0,Iain Softley
1241,The Hunting Party,2007,101,English,USA,R,6.9,25000000.0,876671.0,-24123329.0,Richard Shepard
1242,The Hudsucker Proxy,1994,111,English,UK,PG,7.3,30000000.0,2869369.0,-27130631.0,Joel Coen
1243,The Warlords,2007,113,Mandarin,Hong Kong,R,7.1,40000000.0,128978.0,-39871022.0,Peter Ho-Sun Chan
1244,Nomad: The Warrior,2005,112,Kazakh,France,R,6.0,25000000.0,77231.0,-24922769.0,Sergey Bodrov
1245,Snowpiercer,2013,126,English,South Korea,R,7.0,39200000.0,4563029.0,-34636971.0,Joon-ho Bong
1246,The Crow,1994,98,English,USA,R,7.6,23000000.0,50693162.0,27693162.0,Alex Proyas
1247,The Time Traveler's Wife,2009,107,English,USA,PG-13,7.1,39000000.0,63411478.0,24411478.0,Robert Schwentke
1248,Frankenweenie,2012,87,English,USA,PG,7.0,39000000.0,35287788.0,-3712212.0,Tim Burton
1249,Serenity,2005,119,English,USA,PG-13,8.0,40000000.0,25335935.0,-14664065.0,Joss Whedon
1250,Against the Ropes,2004,110,English,USA,PG-13,5.3,39000000.0,5881504.0,-33118496.0,Charles S. Dutton
1251,Superman III,1983,125,English,UK,PG,4.9,39000000.0,60000000.0,21000000.0,Richard Lester
1252,Grudge Match,2013,113,English,USA,PG-13,6.4,40000000.0,29802761.0,-10197239.0,Peter Segal
1253,Red Cliff,2008,150,Mandarin,China,R,7.4,553632000.0,626809.0,-553005191.0,John Woo
1254,Sweet Home Alabama,2002,108,English,USA,PG-13,6.1,38000000.0,127214072.0,89214072.0,Andy Tennant
1255,The Ugly Truth,2009,96,English,USA,R,6.5,38000000.0,88915214.0,50915214.0,Robert Luketic
1256,Sgt. Bilko,1996,93,English,USA,PG,5.7,39000000.0,30400000.0,-8600000.0,Jonathan Lynn
1257,Spy Kids 2: Island of Lost Dreams,2002,100,English,USA,PG,5.1,38000000.0,85570368.0,47570368.0,Robert Rodriguez
1258,Star Trek: Generations,1994,118,English,USA,PG,6.6,35000000.0,75668868.0,40668868.0,David Carson
1259,The Grandmaster,2013,122,Mandarin,Hong Kong,PG-13,6.5,38600000.0,6594136.0,-32005864.0,Kar-Wai Wong
1260,Water for Elephants,2011,120,English,USA,PG-13,6.9,38000000.0,58700247.0,20700247.0,Francis Lawrence
1261,The Hurricane,1999,146,English,USA,R,7.6,38000000.0,50668906.0,12668906.0,Norman Jewison
1262,Enough,2002,115,English,USA,PG-13,5.6,38000000.0,39177215.0,1177215.0,Michael Apted
1263,Heartbreakers,2001,123,English,USA,PG-13,6.2,35000000.0,40334024.0,5334024.0,David Mirkin
1264,Paul Blart: Mall Cop 2,2015,94,English,USA,PG,4.4,30000000.0,71038190.0,41038190.0,Andy Fickman
1265,Angel Eyes,2001,102,English,USA,R,5.6,38000000.0,24044532.0,-13955468.0,Luis Mandoki
1266,Joe Somebody,2001,98,English,USA,PG,5.5,38000000.0,22770864.0,-15229136.0,John Pasquin
1267,The Ninth Gate,1999,133,English,Spain,R,6.7,38000000.0,18653746.0,-19346254.0,Roman Polanski
1268,Extreme Measures,1996,118,English,USA,R,6.1,38000000.0,17305211.0,-20694789.0,Michael Apted
1269,Rock Star,2001,105,English,USA,R,6.2,57000000.0,16991902.0,-40008098.0,Stephen Herek
1270,Precious,2009,109,English,USA,R,7.3,10000000.0,47536959.0,37536959.0,Lee Daniels
1271,White Squall,1996,129,English,USA,PG-13,6.6,38000000.0,10300000.0,-27700000.0,Ridley Scott
1272,The Thing,1982,109,English,USA,R,8.2,15000000.0,13782838.0,-1217162.0,John Carpenter
1273,Riddick,2013,127,English,USA,R,6.4,38000000.0,41997790.0,3997790.0,David Twohy
1274,Switchback,1997,118,English,USA,R,6.4,37000000.0,6482195.0,-30517805.0,Jeb Stuart
1275,Texas Rangers,2001,110,English,USA,PG-13,5.2,38000000.0,623374.0,-37376626.0,Steve Miner
1276,City of Ember,2008,90,English,USA,PG,6.5,55000000.0,7871693.0,-47128307.0,Gil Kenan
1277,The Master,2012,144,English,USA,R,7.1,32000000.0,16377274.0,-15622726.0,Paul Thomas Anderson
1278,The Express,2008,130,English,USA,PG,7.3,40000000.0,9589875.0,-30410125.0,Gary Fleder
1279,The 5th Wave,2016,112,English,USA,PG-13,5.2,38000000.0,34912982.0,-3087018.0,J Blakeson
1280,Creed,2015,133,English,USA,PG-13,7.7,35000000.0,109712885.0,74712885.0,Ryan Coogler
1281,The Town,2010,150,English,USA,R,7.6,37000000.0,92173235.0,55173235.0,Ben Affleck
1282,What to Expect When You're Expecting,2012,110,English,USA,PG-13,5.7,40000000.0,41102171.0,1102171.0,Kirk Jones
1283,Burn After Reading,2008,96,English,USA,R,7.0,37000000.0,60338891.0,23338891.0,Ethan Coen
1284,Nim's Island,2008,96,English,USA,PG,6.0,37000000.0,48006503.0,11006503.0,Jennifer Flackett
1285,Rush,2013,123,English,UK,R,8.1,38000000.0,26903709.0,-11096291.0,Ron Howard
1286,Magnolia,1999,188,English,USA,R,8.0,37000000.0,22450975.0,-14549025.0,Paul Thomas Anderson
1287,Cop Out,2010,107,English,USA,R,5.6,37000000.0,44867349.0,7867349.0,Kevin Smith
1288,How to Be Single,2016,110,English,USA,R,6.1,38000000.0,46813366.0,8813366.0,Christian Ditter
1289,Dolphin Tale,2011,113,English,USA,PG,6.9,37000000.0,72279690.0,35279690.0,Charles Martin Smith
1290,Twilight,2008,122,English,USA,PG-13,5.2,37000000.0,191449475.0,154449475.0,Catherine Hardwicke
1291,John Q,2002,116,English,USA,PG-13,7.0,36000000.0,71026631.0,35026631.0,Nick Cassavetes
1292,Blue Streak,1999,93,English,USA,PG-13,6.3,65000000.0,68208190.0,3208190.0,Les Mayfield
